lemma,pos,sentiment,inflections,stem
uninformiert,ADJX,-0.0048,"uninformiertes,uninformierter,uninformierterem,uninformiertem,uninformierteren,uninformierten,uninformiertstes,uninformiertster,uninformierte,uninformierterer,uninformierteres,uninformiertsten,uninformiertstem,uninformiertere,uninformiertste",uninformiert
unklar,ADJX,-0.5023,"unklarerem,unklareren,unklarsten,unklaren,unklarstem,unklarem,unklarerer,unklareres,unklarere,unklarste,unklarstes,unklare,unklarster,unklares,unklarer",unklar
unklug,ADJX,-0.4604,"unklugere,unklugste,unkluge,unklugen,unklugem,unkluger,unklugeren,unklugerem,unkluges,unklugeres,unklugerer,unklugstes,unklugster,unklugstem,unklugsten",unklug
unkorrekt,ADJX,-0.3247,"unkorrektere,unkorrektester,unkorrektestes,unkorrekteres,unkorrektes,unkorrekter,unkorrektestem,unkorrekten,unkorrektem,unkorrektesten,unkorrekterer,unkorrekte,unkorrekterem,unkorrekteren,unkorrekteste",unkorrekt
unkritisch,ADJX,-0.1934,"unkritischerer,unkritischere,unkritischeres,unkritischeren,unkritisches,unkritische,unkritischer,unkritischem,unkritischen,unkritischsten,unkritischstem,unkritischerem,unkritischste,unkritischstes,unkritischster",unkrit
unlauter,ADJX,-0.0048,"unlauterstes,unlautererer,unlauterste,unlauterster,unlautereres,unlauteres,unlautereren,unlautrere,unlautreren,unlautrer,unlautrerem,unlautere,unlauteren,unlauterstem,unlauterem,unlautrerer,unlautersten,unlauterer,unlauterere,unlautreres,unlautererem",unlaut
unliebsam,ADJX,-0.0048,"unliebsame,unliebsamstes,unliebsamster,unliebsamem,unliebsamen,unliebsames,unliebsamste,unliebsamsten,unliebsamerem,unliebsameren,unliebsamstem,unliebsamer,unliebsamerer,unliebsameres,unliebsamere",unliebsam
unlogisch,ADJX,-0.4817,"unlogischere,unlogischerem,unlogische,unlogischste,unlogischem,unlogischen,unlogischstes,unlogischster,unlogischer,unlogischeren,unlogischstem,unlogisches,unlogischerer,unlogischeres,unlogischsten",unlog
unmenschlich,ADJX,-0.4724,"unmenschlichste,unmenschlichster,unmenschlichstes,unmenschlichstem,unmenschlichsten,unmenschlichem,unmenschlichere,unmenschlichen,unmenschlicheres,unmenschlicherer,unmenschliche,unmenschlicheren,unmenschliches,unmenschlicher,unmenschlicherem",unmensch
unmoralisch,ADJX,-0.6224,"unmoralische,unmoralischem,unmoralischen,unmoralischer,unmoralisches,unmoralischere,unmoralischerem,unmoralischeren,unmoralischerer,unmoralischeres,unmoralischste,unmoralischstem,unmoralischsten,unmoralischster,unmoralischstes",unmoral
unmöglich,ADJX,-0.3559,"unmöglicheren,unmöglicherem,unmöglichem,unmöglichstem,unmöglichsten,unmöglichstes,unmöglichster,unmöglicher,unmöglichere,unmögliches,unmöglichen,unmögliche,unmöglicheres,unmöglicherer,unmöglichste",unmog
unnötig,ADJX,-0.9463,"unnötigstes,unnötigere,unnötige,unnötigeren,unnötigen,unnötigerem,unnötigem,unnötiges,unnötigste,unnötiger,unnötigster,unnötigeres,unnötigerer,unnötigstem,unnötigsten",unnot
unnütz,ADJX,-0.6073,"unnützerer,unnützerem,unnützere,unnützeren,unnütze,unnützeres,unnützester,unnützestes,unnützer,unnützes,unnützestem,unnützesten,unnützen,unnützem,unnützeste",unnutz
unpassend,ADJX,-0.3261,"unpassenderen,unpassenderem,unpassendsten,unpassendstem,unpassendere,unpassende,unpassendster,unpassenderes,unpassenderer,unpassender,unpassendes,unpassendem,unpassenden,unpassendste,unpassendstes",unpass
unpersönlich,ADJX,-0.0476,"unpersönlichstes,unpersönlichere,unpersönlicheres,unpersönlichsten,unpersönlicher,unpersönliches,unpersönlichste,unpersönlichstem,unpersönlichem,unpersönlichster,unpersönlichen,unpersönlicherer,unpersönlicherem,unpersönlicheren,unpersönliche",unperson
unpopulär,ADJX,-0.0048,"unpopulärster,unpopulärstes,unpopulärste,unpopulärsten,unpopulärstem,unpopulärere,unpopuläre,unpopuläres,unpopulärer,unpopuläreres,unpopulärem,unpopulärerer,unpopulären,unpopuläreren,unpopulärerem",unpopular
unpraktisch,ADJX,-0.3182,"unpraktische,unpraktischem,unpraktischen,unpraktischer,unpraktisches,unpraktischere",unprakt
unqualifiziert,ADJX,-0.3153,"unqualifiziertester,unqualifizierte,unqualifiziertem,unqualifiziertestem,unqualifiziertesten,unqualifizierten,unqualifiziertere,unqualifiziertes,unqualifizierter,unqualifizierteres,unqualifizierterer,unqualifiziertestes,unqualifizierteren,unqualifizierterem,unqualifizierteste",unqualifiziert
unredlich,ADJX,-0.3248,"unredliche,unredlicherem,unredlichste,unredlichsten,unredlicherer,unredlichere,unredlicheres,unredliches,unredlichstem,unredlicheren,unredlicher,unredlichster,unredlichem,unredlichstes,unredlichen",unred
unregelmäßig,ADJX,-0.0048,"unregelmäßigstes,unregelmäßigster,unregelmäßiger,unregelmäßiges,unregelmäßigste,unregelmäßigeren,unregelmäßigerem,unregelmäßigerer,unregelmäßigeres,unregelmäßige,unregelmäßigem,unregelmäßigen,unregelmäßigere,unregelmäßigsten,unregelmäßigstem",unregelmass
unrentabel,ADJX,-0.0048,"unrentable,unrentablerer,unrentableres,unrentabelster,unrentabelste,unrentabelstes,unrentablere,unrentableren,unrentablerem,unrentables,unrentabelsten,unrentabler,unrentablen,unrentablem,unrentabelstem",unrentabel
unruhig,ADJX,-0.0551,"unruhigstem,unruhigerer,unruhigeres,unruhiges,unruhigeren,unruhigsten,unruhigste,unruhigstes,unruhiger,unruhigster,unruhigen,unruhigem,unruhigerem,unruhige,unruhigere",unruh
unrühmlich,ADJX,-0.0048,"unrühmlichen,unrühmlichere,unrühmlichem,unrühmlicherem,unrühmlicher,unrühmliches,unrühmlichster,unrühmlichstes,unrühmlicheren,unrühmlichstem,unrühmliche,unrühmlicherer,unrühmlicheres,unrühmlichsten,unrühmlichste",unruhm
unsachgemäß,ADJX,-0.3271,"unsachgemäße,unsachgemäßem,unsachgemäßen,unsachgemäßer,unsachgemäßes,unsachgemäßere,unsachgemäßerem,unsachgemäßeren,unsachgemäßerer,unsachgemäßeres,unsachgemäßeste,unsachgemäßestem,unsachgemäßesten,unsachgemäßester,unsachgemäßestes",unsachgemass
unsauber,ADJX,-0.4713,"unsauberstes,unsauberere,unsaubere,unsauberste,unsaubrerem,unsaubereren,unsauberes,unsauberer,unsaubererem,unsaubrere,unsauberen,unsauberem,unsaubreren,unsaubrer,unsaubreres,unsaubersten,unsaubrerer,unsaubereres,unsauberstem,unsaubererer,unsauberster",unsaub
unscharf,ADJX,-0.327,"unscharfe,unscharfem,unscharfen,unscharfer,unscharfes,unschärfere,unschärferem,unschärferen,unschärferer,unschärferes,unschärfste,unschärfstem,unschärfsten,unschärfster,unschärfstes",unscharf
unschön,ADJX,-0.4486,"unschöner,unschönes,unschönen,unschöne,unschöneres,unschönere,unschönerer,unschöneren,unschönerem,unschönste,unschönsten,unschönstem,unschönstes,unschönster,unschönem",unschon
unselig,ADJX,-0.0048,"unseligstes,unseligster,unseligeres,unseligsten,unseligerer,unseligstem,unseligerem,unseligeren,unseligste,unseligem,unseligere,unselige,unseligen,unseliges,unseliger",unsel
unseriös,ADJX,-0.3373,"unseriösem,unseriösesten,unseriöser,unseriösere,unseriöses,unseriösester,unseriöseste,unseriösestes,unseriösen,unseriöseren,unseriöserem,unseriösestem,unseriöserer,unseriöse,unseriöseres",unserios
unsicher,ADJX,-0.6268,"unsicherere,unsichrere,unsichreren,unsichrerem,unsichrer,unsicheren,unsicherstem,unsichersten,unsicherem,unsicherer,unsicherster,unsicheres,unsichrerer,unsichreres,unsichererer,unsicherstes,unsichereres,unsicherste,unsichere,unsichereren,unsichererem",unsich
unsinnig,ADJX,-0.3516,"unsinnige,unsinnigem,unsinnigen,unsinniger,unsinniges,unsinnigere,unsinnigerem,unsinnigeren,unsinnigerer,unsinnigeres,unsinnigste,unsinnigstem,unsinnigsten,unsinnigster,unsinnigstes",unsinn
unsittlich,ADJX,-0.0048,"unsittlichster,unsittlichsten,unsittlichstem,unsittliches,unsittlicher,unsittliche,unsittlichen,unsittlichem,unsittlichste,unsittlicherer,unsittlicheres,unsittlichere,unsittlicherem,unsittlicheren,unsittlichstes",unsitt
unsolidarisch,ADJX,-0.0048,"unsolidarischem,unsolidarischen,unsolidarischer,unsolidarischster,unsolidarischstes,unsolidarischerem,unsolidarischeren,unsolidarischerer,unsolidarischste,unsolidarischeres,unsolidarischere,unsolidarische,unsolidarisches,unsolidarischstem,unsolidarischsten",unsolidar
unsolid,ADJX,-0.0048,"unsolide,unsolidem,unsoliden,unsolider,unsolides,unsolidere,unsoliderem,unsolideren,unsoliderer,unsolideres,unsolideste,unsolidestem,unsolidesten,unsolidester,unsolidestes",unsolid
unsozial,ADJX,-0.4614,"unsoziale,unsozialem,unsozialen,unsoziales,unsozialer,unsozialster,unsozialerem,unsozialeren,unsozialere,unsozialstes,unsozialsten,unsozialstem,unsozialerer,unsozialeres,unsozialste",unsozial
unsportlich,ADJX,-0.32,"unsportlichere,unsportlicher,unsportlichste,unsportliches,unsportlichen,unsportliche,unsportlichem,unsportlicherem,unsportlicheren,unsportlichsten,unsportlichstem,unsportlicherer,unsportlichster,unsportlicheres,unsportlichstes",unsport
unstetig,ADJX,-0.0048,"unstetigstes,unstetigere,unstetigster,unstetigstem,unstetigsten,unstetiges,unstetigste,unstetiger,unstetigerer,unstetigeres,unstetigen,unstetigem,unstetigeren,unstetigerem,unstetige",unstet
unsäglich,ADJX,-0.1834,"unsäglichstem,unsäglichsten,unsäglichere,unsäglichem,unsäglicheres,unsäglichster,unsäglichstes,unsägliche,unsäglicherer,unsäglicher,unsägliches,unsäglicherem,unsäglicheren,unsäglichen,unsäglichste",unsag
untauglich,ADJX,-0.5944,"untauglichstes,untauglichster,untauglichere,untauglicherem,untauglichstem,untauglichsten,untaugliches,untauglichem,untauglicheres,untauglichen,untauglicherer,untauglicher,untauglicheren,untaugliche,untauglichste",untaug
unten,ADV,-0.3334,,unt
unterbelichten,VVINF,-0.0426,"unterbelichte,unterbelichtest,unterbelichtet,unterbelichtete,unterbelichtetest,unterbelichteten,unterbelichtetet",unterbelicht
unterbrechen,VVINF,-0.0048,"unterbreche,unterbrichst,unterbricht,unterbrecht,unterbrechest,unterbrechet,unterbrach,unterbrachst,unterbrachen,unterbracht,unterbräche,unterbrächest,unterbrächst,unterbrächen,unterbrächet,unterbrächt",unterbrech
unterdrücken,VVINF,-0.4825,"unterdrücktet,unterdrückst,unterdrückte,unterdrückt,unterdrückest,unterdrücktest,unterdrücket,unterdrücke,untergedrückt,unterdrückten",unterdruck
unterentwickelt,ADJX,-0.3245,"unterentwickelten,unterentwickelteren,unterentwickeltem,unterentwickeltere,unterentwickelterem,unterentwickelter,unterentwickeltes,unterentwickelterer,unterentwickelteres,unterentwickeltste,unterentwickeltstem,unterentwickeltsten,unterentwickelte,unterentwickeltster,unterentwickeltstes",unterentwickelt
untergehen,VVINF,-0.0048,"untergehe,untergehst,untergeht,untergehest,untergehet,unterging,untergingst,untergingen,untergingt,unterginge,untergingest,unterginget,untergegangen",untergeh
untergraben,VVINF,-0.0048,"untergrabe,untergräbst,untergräbt,untergrabt,untergrabest,untergrabet,untergrub,untergrubst,untergruben,untergrubt,untergrübe,untergrübest,untergrübst,untergrüben,untergrübet,untergrübt,untergegraben",untergrab
unterirdisch,ADJX,-0.4715,"unterirdischen,unterirdischem,unterirdischstes,unterirdischste,unterirdischster,unterirdischer,unterirdische,unterirdischerem,unterirdischsten,unterirdisches,unterirdischeren,unterirdischere,unterirdischeres,unterirdischerer,unterirdischstem",unterird
unterlassen,VVINF,-0.3488,"unterlasse,unterlässt,unterläßt,unterlasst,unterlaßt,unterlassest,unterlasset,unterließ,unterließest,unterließt,unterließen,unterließe,unterließet,unterlassen",unterlass
unterlaufen,VVINF,-0.3438,"unterlaufe,unterläufst,unterläuft,unterlauft,unterlaufest,unterlaufet,unterlief,unterliefst,unterliefen,unterlieft,unterliefe,unterliefest,unterliefet,unterlaufen",unterlauf
unterliegen,VVINF,-0.0048,"unterliege,unterliegst,unterliegt,unterliegest,unterlieget,unterlag,unterlagst,unterlagen,unterlagt,unterläge,unterlägest,unterlägst,unterlägen,unterläget,unterlägt",unterlieg
unterstellen,VVINF,-0.4961,"untergestellt,unterstellte,unterstellten,unterstellst,unterstellest,unterstelltet,unterstelltest,unterstellt,unterstelle,unterstellet",unterstell
unterwerfen,VVINF,-0.3393,"unterwerfe,unterwirfst,unterwirft,unterwerft,unterwerfest,unterwerfet,unterwarf,unterwarfst,unterwarfen,unterwarft,unterwürfe,unterwürfest,unterwürfst,unterwürfen,unterwürfet,unterwürft,unterworfen",unterwerf
unterwürfig,ADJX,-0.0533,"unterwürfigste,unterwürfigstes,unterwürfigerer,unterwürfigster,unterwürfigem,unterwürfigeres,unterwürfigstem,unterwürfigsten,unterwürfiger,unterwürfiges,unterwürfigen,unterwürfigeren,unterwürfigerem,unterwürfige,unterwürfigere",unterwurf
untragbar,ADJX,-0.3247,"untragbarer,untragbares,untragbareren,untragbarstem,untragbare,untragbarerem,untragbareres,untragbarerer,untragbarste,untragbarsten,untragbaren,untragbarem,untragbarere,untragbarstes,untragbarster",untragbar
untreu,ADJX,-0.3222,"untreueres,untreuestem,untreue,untreustem,untreusten,untreuerer,untreustes,untreuster,untreueste,untreuer,untreues,untreuestes,untreuester,untreuen,untreuesten,untreuem,untreuste,untreuere,untreueren,untreuerem,untreuest",untreu
untröstlich,ADJX,-0.3139,"untröstlichstes,untröstlichster,untröstlicher,untröstlichen,untröstlichem,untröstlichere,untröstlicheres,untröstlicherer,untröstlicheren,untröstliche,untröstlicherem,untröstlichste,untröstlichstem,untröstlichsten,untröstliches",untrost
unverantwortlich,ADJX,-0.4889,"unverantwortlichste,unverantwortlichen,unverantwortlichem,unverantwortliches,unverantwortlicher,unverantwortlichere,unverantwortlicheres,unverantwortlicherer,unverantwortlicherem,unverantwortlichstes,unverantwortlicheren,unverantwortlichsten,unverantwortlichstem,unverantwortliche,unverantwortlichster",unverantwort
unverantwortliche,ADJX,-0.3242,,unverantwort
unverbesserlich,ADJX,-0.4363,"unverbesserlicherem,unverbesserlicheren,unverbesserlichsten,unverbesserlicher,unverbesserlicherer,unverbesserlicheres,unverbesserliches,unverbesserlichstem,unverbesserlichster,unverbesserlichen,unverbesserlichstes,unverbesserlichem,unverbesserlichere,unverbesserliche,unverbesserlichste",unverbess
unvereinbar,ADJX,-0.0048,"unvereinbareres,unvereinbarem,unvereinbarerer,unvereinbarstem,unvereinbarsten,unvereinbaren,unvereinbareren,unvereinbarerem,unvereinbarste,unvereinbare,unvereinbarer,unvereinbares,unvereinbarstes,unvereinbarster,unvereinbarere",unvereinbar
unverhältnismäßig,ADJX,-0.0048,"unverhältnismäßigste,unverhältnismäßigerer,unverhältnismäßigeres,unverhältnismäßigerem,unverhältnismäßigem,unverhältnismäßigeren,unverhältnismäßigen,unverhältnismäßiges,unverhältnismäßiger,unverhältnismäßige,unverhältnismäßigster,unverhältnismäßigstes,unverhältnismäßigstem,unverhältnismäßigsten,unverhältnismäßigere",unverhaltnismass
unverlangt,ADJX,-0.0048,"unverlangter,unverlangtes,unverlangtstes,unverlangtster,unverlangte,unverlangtsten,unverlangtere,unverlangteres,unverlangtstem,unverlangterer,unverlangtem,unverlangterem,unverlangten,unverlangteren,unverlangtste",unverlangt
unvermeidlich,ADJX,-0.0048,"unvermeidlichstes,unvermeidlichster,unvermeidlichsten,unvermeidliche,unvermeidlichstem,unvermeidlichere,unvermeidlicher,unvermeidliches,unvermeidlichen,unvermeidlicheres,unvermeidlicherer,unvermeidlicherem,unvermeidlichem,unvermeidlicheren,unvermeidlichste",unvermeid
unvernünftig,ADJX,-0.3252,"unvernünftige,unvernünftigem,unvernünftigen,unvernünftiger,unvernünftiges,unvernünftigere,unvernünftigerem,unvernünftigeren,unvernünftigerer,unvernünftigeres,unvernünftigste,unvernünftigstem,unvernünftigsten,unvernünftigster,unvernünftigstes",unvernunft
unverständlich,ADJX,-0.6347,"unverständlichen,unverständlichstem,unverständlichsten,unverständlichem,unverständliche,unverständlicher,unverständlichster,unverständliches,unverständlichste,unverständlicherer,unverständlicheres,unverständlichstes,unverständlichere,unverständlicheren,unverständlicherem",unverstand
unvollkommen,ADJX,-0.4772,"unvollkommenster,unvollkommenstes,unvollkommenen,unvollkommenstem,unvollkommensten,unvollkommener,unvollkommenerem,unvollkommeneren,unvollkommenes,unvollkommeneres,unvollkommnere,unvollkommenerer,unvollkommneres,unvollkommnerer,unvollkommenem,unvollkommneren,unvollkommnerem,unvollkommner,unvollkommene,unvollkommenste,unvollkommenere",unvollkomm
unvollständig,ADJX,-0.4926,"unvollständigster,unvollständiger,unvollständiges,unvollständigstes,unvollständigerer,unvollständigeren,unvollständigerem,unvollständigste,unvollständigere,unvollständigeres,unvollständige,unvollständigsten,unvollständigem,unvollständigstem,unvollständigen",unvollstand
unvorhergesehen,ADJX,-0.3141,"unvorhergesehenes,unvorhergesehener,unvorhergesehenere,unvorhergesehensten,unvorhergesehenste,unvorhergesehenstem,unvorhergesehenstes,unvorhergeseheneres,unvorhergesehenster,unvorhergesehenerer,unvorhergeseheneren,unvorhergesehenen,unvorhergesehenerem,unvorhergesehenem,unvorhergesehene",unvorhergeseh
unwahr,ADJX,-0.3424,"unwahrerem,unwahrstem,unwahrsten,unwahreren,unwahrerer,unwahrstes,unwahreres,unwahrster,unwahre,unwahrem,unwahren,unwahrere,unwahrste,unwahrer,unwahres",unwahr
unwichtig,ADJX,-0.3433,"unwichtigstem,unwichtigsten,unwichtigere,unwichtiges,unwichtigen,unwichtigem,unwichtigeren,unwichtiger,unwichtigerer,unwichtigeres,unwichtigster,unwichtigstes,unwichtigste,unwichtige,unwichtigerem",unwicht
unwillig,ADJX,-0.4665,"unwilligstem,unwilligsten,unwilligere,unwilligerem,unwilligster,unwilligeren,unwilligstes,unwilligste,unwillige,unwilligen,unwilligerer,unwilligem,unwilliger,unwilliges,unwilligeres",unwill
unwirksam,ADJX,-0.0048,"unwirksamere,unwirksame,unwirksamstem,unwirksamsten,unwirksamstes,unwirksamerem,unwirksameren,unwirksamster,unwirksamerer,unwirksameres,unwirksamen,unwirksamem,unwirksamste,unwirksames,unwirksamer",unwirksam
unwirtlich,ADJX,-0.0048,"unwirtlichere,unwirtlicherer,unwirtlicheres,unwirtlichster,unwirtlicheren,unwirtlicherem,unwirtlichstes,unwirtlichsten,unwirtlichstem,unwirtlichen,unwirtliches,unwirtliche,unwirtlicher,unwirtlichste,unwirtlichem",unwirt
unwirtschaftlich,ADJX,-0.0048,"unwirtschaftlichstem,unwirtschaftliche,unwirtschaftlichem,unwirtschaftlichen,unwirtschaftlicherem,unwirtschaftlicheren,unwirtschaftlichste,unwirtschaftliches,unwirtschaftlicher,unwirtschaftlichere,unwirtschaftlichstes,unwirtschaftlichster,unwirtschaftlichsten,unwirtschaftlicheres,unwirtschaftlicherer",unwirtschaft
unwissend,ADJX,-0.326,"unwissende,unwissendste,unwissendem,unwissenderen,unwissenden,unwissenderem,unwissender,unwissendes,unwissendsten,unwissendstem,unwissendster,unwissenderer,unwissendstes,unwissendere,unwissenderes",unwiss
unwürdig,ADJX,-0.7312,"unwürdige,unwürdigere,unwürdigstem,unwürdigster,unwürdigstes,unwürdigsten,unwürdigeren,unwürdigen,unwürdigem,unwürdigerem,unwürdiger,unwürdigerer,unwürdigeres,unwürdigste,unwürdiges",unwurd
unzivilisiert,ADJX,-0.4413,"unzivilisiertem,unzivilisierten,unzivilisierterer,unzivilisiertesten,unzivilisierteres,unzivilisierter,unzivilisiertes,unzivilisiertestem,unzivilisiertester,unzivilisiertestes,unzivilisiertere,unzivilisierte,unzivilisierteste,unzivilisierteren,unzivilisierterem",unzivilisiert
unzufrieden,ADJX,-0.3363,"unzufriedeneres,unzufriednerer,unzufriedenstes,unzufriedneres,unzufriedenerer,unzufriednere,unzufriedenen,unzufriedenerem,unzufriedeneren,unzufriedenem,unzufriedener,unzufriedenes,unzufriedene,unzufriedner,unzufriedenster,unzufriedneren,unzufriednerem,unzufriedensten,unzufriedenere,unzufriedenste,unzufriedenstem",unzufried
